Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TyreLife,TrackStatus
0 days 01:11:16.400000,ALB,0 days 00:01:18.279000,7,1,,,MEDIUM,7,1
0 days 01:12:34.975000,ALB,0 days 00:01:18.575000,8,1,,,MEDIUM,8,1
0 days 01:13:53.385000,ALB,0 days 00:01:18.410000,9,1,,,MEDIUM,9,1
0 days 01:15:11.970000,ALB,0 days 00:01:18.585000,10,1,,,MEDIUM,10,1
0 days 01:16:30.993000,ALB,0 days 00:01:19.023000,11,1,,,MEDIUM,11,1
0 days 01:17:49.842000,ALB,0 days 00:01:18.849000,12,1,,,MEDIUM,12,1
0 days 01:19:07.937000,ALB,0 days 00:01:18.095000,13,1,,,MEDIUM,13,1
0 days 01:20:25.915000,ALB,0 days 00:01:17.978000,14,1,,,MEDIUM,14,1
0 days 01:21:44.147000,ALB,0 days 00:01:18.232000,15,1,,,MEDIUM,15,1
0 days 01:23:02.256000,ALB,0 days 00:01:18.109000,16,1,,,MEDIUM,16,1
0 days 01:24:20.466000,ALB,0 days 00:01:18.210000,17,1,,,MEDIUM,17,1
0 days 01:25:38.660000,ALB,0 days 00:01:18.194000,18,1,,,MEDIUM,18,1
0 days 01:26:56.653000,ALB,0 days 00:01:17.993000,19,1,,,MEDIUM,19,1
0 days 01:28:15.961000,ALB,0 days 00:01:19.308000,20,1,,,MEDIUM,20,1
0 days 01:29:37.252000,ALB,0 days 00:01:21.291000,21,1,,0 days 01:29:35.659000,MEDIUM,21,1
0 days 01:31:13.161000,ALB,0 days 00:01:35.909000,22,2,0 days 01:29:55.004000,,MEDIUM,1,1
0 days 01:32:30.588000,ALB,0 days 00:01:17.427000,23,2,,,MEDIUM,2,1
0 days 01:33:47.903000,ALB,0 days 00:01:17.315000,24,2,,,MEDIUM,3,1
0 days 01:35:05.357000,ALB,0 days 00:01:17.454000,25,2,,,MEDIUM,4,1
0 days 01:36:22.795000,ALB,0 days 00:01:17.438000,26,2,,,MEDIUM,5,1
0 days 01:37:40.439000,ALB,0 days 00:01:17.644000,27,2,,,MEDIUM,6,1
0 days 01:38:57.972000,ALB,0 days 00:01:17.533000,28,2,,,MEDIUM,7,1
0 days 01:40:15.428000,ALB,0 days 00:01:17.456000,29,2,,,MEDIUM,8,1
0 days 01:41:32.796000,ALB,0 days 00:01:17.368000,30,2,,,MEDIUM,9,1
0 days 01:42:50.836000,ALB,0 days 00:01:18.040000,31,2,,,MEDIUM,10,1
0 days 01:44:08.704000,ALB,0 days 00:01:17.868000,32,2,,,MEDIUM,11,1
0 days 01:45:26.397000,ALB,0 days 00:01:17.693000,33,2,,,MEDIUM,12,1
0 days 01:46:43.848000,ALB,0 days 00:01:17.451000,34,2,,,MEDIUM,13,1
0 days 01:48:01.026000,ALB,0 days 00:01:17.178000,35,2,,,MEDIUM,14,1
0 days 01:49:18.298000,ALB,0 days 00:01:17.272000,36,2,,,MEDIUM,15,1
0 days 01:50:35.523000,ALB,0 days 00:01:17.225000,37,2,,,MEDIUM,16,1
0 days 01:51:52.680000,ALB,0 days 00:01:17.157000,38,2,,,MEDIUM,17,1
0 days 01:53:09.915000,ALB,0 days 00:01:17.235000,39,2,,,MEDIUM,18,1
0 days 01:54:27.102000,ALB,0 days 00:01:17.187000,40,2,,,MEDIUM,19,1
0 days 01:55:44.163000,ALB,0 days 00:01:17.061000,41,2,,,MEDIUM,20,1
0 days 01:57:04.454000,ALB,0 days 00:01:20.291000,42,2,,0 days 01:57:02.933000,MEDIUM,21,1
0 days 01:58:40.731000,ALB,0 days 00:01:36.277000,43,3,0 days 01:57:22.799000,,HARD,1,2
0 days 01:59:57.323000,ALB,0 days 00:01:16.592000,44,3,,,HARD,2,2
0 days 02:01:13.641000,ALB,0 days 00:01:16.318000,45,3,,,HARD,3,1
0 days 02:02:29.910000,ALB,0 days 00:01:16.269000,46,3,,,HARD,4,26
0 days 02:04:15.723000,ALB,0 days 00:01:45.813000,47,3,,,HARD,5,6
0 days 02:05:59.118000,ALB,0 days 00:01:43.395000,48,3,,,HARD,6,6
0 days 02:07:20.184000,ALB,0 days 00:01:21.066000,49,3,,,HARD,7,67
0 days 02:08:36.293000,ALB,0 days 00:01:16.109000,50,3,,,HARD,8,1
0 days 02:09:53.593000,ALB,0 days 00:01:17.300000,51,3,,,HARD,9,1
0 days 02:11:11.254000,ALB,0 days 00:01:17.661000,52,3,,,HARD,10,1
0 days 02:12:27.022000,ALB,0 days 00:01:15.768000,53,3,,,HARD,11,1
0 days 02:13:42.806000,ALB,0 days 00:01:15.784000,54,3,,,HARD,12,2
0 days 02:15:16.238000,ALB,0 days 00:01:33.432000,55,3,,0 days 02:15:14.670000,HARD,13,24
0 days 02:17:25.764000,ALB,0 days 00:02:09.526000,56,4,0 days 02:15:35.154000,0 days 02:17:24.161000,SOFT,1,4
0 days 02:19:43.102000,ALB,0 days 00:02:17.338000,57,5,0 days 02:17:38.280000,,SOFT,2,4
0 days 02:21:15.127000,ALB,0 days 00:01:32.025000,58,5,,,SOFT,3,4
0 days 02:22:32.676000,ALB,0 days 00:01:17.549000,59,5,,,SOFT,4,4
0 days 02:23:55.924000,ALB,0 days 00:01:23.248000,60,5,,,SOFT,5,4
0 days 02:25:12.698000,ALB,0 days 00:01:16.774000,61,5,,,SOFT,6,1
0 days 02:26:29.232000,ALB,0 days 00:01:16.534000,62,5,,,SOFT,7,1
0 days 02:27:45.043000,ALB,0 days 00:01:15.811000,63,5,,,SOFT,8,1
0 days 02:29:00.745000,ALB,0 days 00:01:15.702000,64,5,,,SOFT,9,1
0 days 02:30:16.279000,ALB,0 days 00:01:15.534000,65,5,,,SOFT,10,1
0 days 02:31:31.891000,ALB,0 days 00:01:15.612000,66,5,,,SOFT,11,1
0 days 02:32:47.694000,ALB,0 days 00:01:15.803000,67,5,,,SOFT,12,1
0 days 02:34:03.760000,ALB,0 days 00:01:16.066000,68,5,,,SOFT,13,1
0 days 02:35:19.898000,ALB,0 days 00:01:16.138000,69,5,,,SOFT,14,1
0 days 02:36:36.042000,ALB,0 days 00:01:16.144000,70,5,,,SOFT,15,1
0 days 02:37:52.862000,ALB,0 days 00:01:16.820000,71,5,,,SOFT,16,1
0 days 02:39:10.095000,ALB,0 days 00:01:17.233000,72,5,,,SOFT,17,1
0 days 01:03:25.388000,ZHO,0 days 00:01:28.456000,1,1,0 days 00:23:05.587000,,SOFT,1,1
0 days 01:04:44.611000,ZHO,0 days 00:01:19.223000,2,1,,,SOFT,2,2
0 days 01:06:02.839000,ZHO,0 days 00:01:18.228000,3,1,,,SOFT,3,1
0 days 01:07:20.919000,ZHO,0 days 00:01:18.080000,4,1,,,SOFT,4,2
0 days 01:08:39.070000,ZHO,0 days 00:01:18.151000,5,1,,,SOFT,5,1
0 days 01:09:57.081000,ZHO,0 days 00:01:18.011000,6,1,,,SOFT,6,1
0 days 01:11:15.148000,ZHO,0 days 00:01:18.067000,7,1,,,SOFT,7,1
0 days 01:12:33.506000,ZHO,0 days 00:01:18.358000,8,1,,,SOFT,8,1
0 days 01:13:51.650000,ZHO,0 days 00:01:18.144000,9,1,,,SOFT,9,1
0 days 01:15:10.556000,ZHO,0 days 00:01:18.906000,10,1,,,SOFT,10,1
0 days 01:16:30.105000,ZHO,0 days 00:01:19.549000,11,1,,,SOFT,11,1
0 days 01:17:51.424000,ZHO,0 days 00:01:21.319000,12,1,,0 days 01:17:49.671000,SOFT,12,1
0 days 01:19:27.696000,ZHO,0 days 00:01:36.272000,13,2,0 days 01:18:09.340000,,SOFT,4,1
0 days 01:20:44.637000,ZHO,0 days 00:01:16.941000,14,2,,,SOFT,5,1
0 days 01:22:02.190000,ZHO,0 days 00:01:17.553000,15,2,,,SOFT,6,1
0 days 01:23:19.376000,ZHO,0 days 00:01:17.186000,16,2,,,SOFT,7,1
0 days 01:24:36.538000,ZHO,0 days 00:01:17.162000,17,2,,,SOFT,8,1
0 days 01:25:54.143000,ZHO,0 days 00:01:17.605000,18,2,,,SOFT,9,1
0 days 01:27:11.668000,ZHO,0 days 00:01:17.525000,19,2,,,SOFT,10,1
0 days 01:28:29.516000,ZHO,0 days 00:01:17.848000,20,2,,,SOFT,11,1
0 days 01:29:47.216000,ZHO,0 days 00:01:17.700000,21,2,,,SOFT,12,1
0 days 01:31:05.086000,ZHO,0 days 00:01:17.870000,22,2,,,SOFT,13,1
0 days 01:32:22.997000,ZHO,0 days 00:01:17.911000,23,2,,,SOFT,14,1
0 days 01:33:40.654000,ZHO,0 days 00:01:17.657000,24,2,,,SOFT,15,1
0 days 01:34:58.299000,ZHO,0 days 00:01:17.645000,25,2,,,SOFT,16,1
0 days 01:36:15.944000,ZHO,0 days 00:01:17.645000,26,2,,,SOFT,17,1
0 days 01:37:33.729000,ZHO,0 days 00:01:17.785000,27,2,,,SOFT,18,1
0 days 01:38:51.230000,ZHO,0 days 00:01:17.501000,28,2,,,SOFT,19,1
0 days 01:40:09.347000,ZHO,0 days 00:01:18.117000,29,2,,,SOFT,20,1
0 days 01:41:26.808000,ZHO,0 days 00:01:17.461000,30,2,,,SOFT,21,1
0 days 01:42:44.972000,ZHO,0 days 00:01:18.164000,31,2,,,SOFT,22,1
0 days 01:44:02.743000,ZHO,0 days 00:01:17.771000,32,2,,,SOFT,23,1
0 days 01:45:20.014000,ZHO,0 days 00:01:17.271000,33,2,,,SOFT,24,1
0 days 01:46:37.531000,ZHO,0 days 00:01:17.517000,34,2,,,SOFT,25,1
0 days 01:47:54.955000,ZHO,0 days 00:01:17.424000,35,2,,,SOFT,26,1
0 days 01:49:13.079000,ZHO,0 days 00:01:18.124000,36,2,,,SOFT,27,1
0 days 01:50:35.069000,ZHO,0 days 00:01:21.990000,37,2,,0 days 01:50:33.407000,SOFT,28,1
0 days 01:52:18.335000,ZHO,0 days 00:01:43.266000,38,3,0 days 01:50:58.829000,,MEDIUM,1,1
0 days 01:53:36.735000,ZHO,0 days 00:01:18.400000,39,3,,,MEDIUM,2,1
0 days 01:54:53.446000,ZHO,0 days 00:01:16.711000,40,3,,,MEDIUM,3,1
0 days 01:56:10.059000,ZHO,0 days 00:01:16.613000,41,3,,,MEDIUM,4,1
0 days 01:57:26.931000,ZHO,0 days 00:01:16.872000,42,3,,,MEDIUM,5,1
0 days 01:58:44.145000,ZHO,0 days 00:01:17.214000,43,3,,,MEDIUM,6,2
0 days 02:00:01.162000,ZHO,0 days 00:01:17.017000,44,3,,,MEDIUM,7,2
0 days 02:01:17.879000,ZHO,0 days 00:01:16.717000,45,3,,,MEDIUM,8,1
0 days 02:02:39.450000,ZHO,0 days 00:01:21.571000,46,3,,,MEDIUM,9,26
0 days 02:04:22.481000,ZHO,0 days 00:01:43.031000,47,3,,,MEDIUM,10,6
0 days 02:06:05.151000,ZHO,0 days 00:01:42.670000,48,3,,,MEDIUM,11,67
0 days 02:07:28.334000,ZHO,0 days 00:01:23.183000,49,3,,,MEDIUM,12,7
0 days 02:08:46.292000,ZHO,0 days 00:01:17.958000,50,3,,,MEDIUM,13,1
0 days 02:10:05.303000,ZHO,0 days 00:01:19.011000,51,3,,,MEDIUM,14,1
0 days 02:11:21.826000,ZHO,0 days 00:01:16.523000,52,3,,,MEDIUM,15,1
0 days 02:12:39.965000,ZHO,0 days 00:01:18.139000,53,3,,,MEDIUM,16,1
0 days 02:13:56.918000,ZHO,0 days 00:01:16.953000,54,3,,,MEDIUM,17,2
0 days 02:15:36.302000,ZHO,0 days 00:01:39.384000,55,3,,0 days 02:15:34.691000,MEDIUM,18,24
0 days 02:17:42.670000,ZHO,0 days 00:02:06.368000,56,4,0 days 02:15:54.894000,0 days 02:17:41.096000,SOFT,4,4
0 days 02:19:51.439000,ZHO,0 days 00:02:08.769000,57,5,0 days 02:17:55.253000,,SOFT,5,4
0 days 02:21:25.573000,ZHO,0 days 00:01:34.134000,58,5,,,SOFT,6,4
0 days 02:22:43.058000,ZHO,0 days 00:01:17.485000,59,5,,,SOFT,7,4
0 days 02:23:59.699000,ZHO,0 days 00:01:16.641000,60,5,,,SOFT,8,4
0 days 02:25:16.296000,ZHO,0 days 00:01:16.597000,61,5,,,SOFT,9,1
0 days 02:26:32.427000,ZHO,0 days 00:01:16.131000,62,5,,,SOFT,10,1
0 days 02:27:48.367000,ZHO,0 days 00:01:15.940000,63,5,,,SOFT,11,1
0 days 02:29:04.897000,ZHO,0 days 00:01:16.530000,64,5,,,SOFT,12,1
0 days 02:30:21.151000,ZHO,0 days 00:01:16.254000,65,5,,,SOFT,13,1
0 days 02:31:37.161000,ZHO,0 days 00:01:16.010000,66,5,,,SOFT,14,1
0 days 02:32:53.950000,ZHO,0 days 00:01:16.789000,67,5,,,SOFT,15,1
0 days 02:34:10.357000,ZHO,0 days 00:01:16.407000,68,5,,,SOFT,16,1
0 days 02:35:27.068000,ZHO,0 days 00:01:16.711000,69,5,,,SOFT,17,1
0 days 02:36:43.321000,ZHO,0 days 00:01:16.253000,70,5,,,SOFT,18,1
0 days 02:38:00.150000,ZHO,0 days 00:01:16.829000,71,5,,,SOFT,19,1
0 days 02:39:17.025000,ZHO,0 days 00:01:16.875000,72,5,,,SOFT,20,1
0 days 01:03:26.667000,RIC,0 days 00:01:29.735000,1,1,0 days 00:23:09.410000,,SOFT,1,1
0 days 01:04:45.921000,RIC,0 days 00:01:19.254000,2,1,,,SOFT,2,2
0 days 01:06:04.351000,RIC,0 days 00:01:18.430000,3,1,,,SOFT,3,1
0 days 01:07:22.637000,RIC,0 days 00:01:18.286000,4,1,,,SOFT,4,2
0 days 01:08:40.711000,RIC,0 days 00:01:18.074000,5,1,,,SOFT,5,1
0 days 01:09:59.067000,RIC,0 days 00:01:18.356000,6,1,,,SOFT,6,1
0 days 01:11:17.161000,RIC,0 days 00:01:18.094000,7,1,,,SOFT,7,1
0 days 01:12:35.556000,RIC,0 days 00:01:18.395000,8,1,,,SOFT,8,1
0 days 01:13:54.203000,RIC,0 days 00:01:18.647000,9,1,,,SOFT,9,1
0 days 01:15:12.694000,RIC,0 days 00:01:18.491000,10,1,,,SOFT,10,1
0 days 01:16:35.322000,RIC,0 days 00:01:22.628000,11,1,,0 days 01:16:33.692000,SOFT,11,1
0 days 01:18:12.781000,RIC,0 days 00:01:37.459000,12,2,0 days 01:16:53.329000,,MEDIUM,1,1
0 days 01:19:30.860000,RIC,0 days 00:01:18.079000,13,2,,,MEDIUM,2,1
0 days 01:20:48.899000,RIC,0 days 00:01:18.039000,14,2,,,MEDIUM,3,1
0 days 01:22:07.307000,RIC,0 days 00:01:18.408000,15,2,,,MEDIUM,4,1
0 days 01:23:25.485000,RIC,0 days 00:01:18.178000,16,2,,,MEDIUM,5,1
0 days 01:24:44.688000,RIC,0 days 00:01:19.203000,17,2,,,MEDIUM,6,1
0 days 01:26:03.482000,RIC,0 days 00:01:18.794000,18,2,,,MEDIUM,7,1
0 days 01:27:21.643000,RIC,0 days 00:01:18.161000,19,2,,,MEDIUM,8,1
0 days 01:28:39.652000,RIC,0 days 00:01:18.009000,20,2,,,MEDIUM,9,1
0 days 01:29:57.502000,RIC,0 days 00:01:17.850000,21,2,,,MEDIUM,10,1
0 days 01:31:15.789000,RIC,0 days 00:01:18.287000,22,2,,,MEDIUM,11,1
0 days 01:32:33.894000,RIC,0 days 00:01:18.105000,23,2,,,MEDIUM,12,1
0 days 01:33:51.805000,RIC,0 days 00:01:17.911000,24,2,,,MEDIUM,13,1
0 days 01:35:09.769000,RIC,0 days 00:01:17.964000,25,2,,,MEDIUM,14,1
0 days 01:36:28.045000,RIC,0 days 00:01:18.276000,26,2,,,MEDIUM,15,1
0 days 01:37:48.897000,RIC,0 days 00:01:20.852000,27,2,,0 days 01:37:47.252000,MEDIUM,16,1
0 days 01:39:27.214000,RIC,0 days 00:01:38.317000,28,3,0 days 01:38:06.809000,,HARD,1,1
0 days 01:40:44.305000,RIC,0 days 00:01:17.091000,29,3,,,HARD,2,1
0 days 01:42:01.184000,RIC,0 days 00:01:16.879000,30,3,,,HARD,3,1
0 days 01:43:18.217000,RIC,0 days 00:01:17.033000,31,3,,,HARD,4,1
0 days 01:44:34.984000,RIC,0 days 00:01:16.767000,32,3,,,HARD,5,1
0 days 01:45:51.712000,RIC,0 days 00:01:16.728000,33,3,,,HARD,6,1
0 days 01:47:13.025000,RIC,0 days 00:01:21.313000,34,3,,,HARD,7,1
0 days 01:48:31.068000,RIC,0 days 00:01:18.043000,35,3,,,HARD,8,1
0 days 01:49:49.996000,RIC,0 days 00:01:18.928000,36,3,,,HARD,9,1
0 days 01:51:07.487000,RIC,0 days 00:01:17.491000,37,3,,,HARD,10,1
0 days 01:52:24.525000,RIC,0 days 00:01:17.038000,38,3,,,HARD,11,1
0 days 01:53:41.307000,RIC,0 days 00:01:16.782000,39,3,,,HARD,12,1
0 days 01:54:59.333000,RIC,0 days 00:01:18.026000,40,3,,,HARD,13,1
0 days 01:56:18.457000,RIC,0 days 00:01:19.124000,41,3,,,HARD,14,1
0 days 01:57:35.945000,RIC,0 days 00:01:17.488000,42,3,,,HARD,15,1
0 days 01:58:53.291000,RIC,0 days 00:01:17.346000,43,3,,,HARD,16,2
0 days 02:00:10.468000,RIC,0 days 00:01:17.177000,44,3,,,HARD,17,2
0 days 02:01:28.388000,RIC,0 days 00:01:17.920000,45,3,,,HARD,18,1
0 days 02:02:52.667000,RIC,0 days 00:01:24.279000,46,3,,,HARD,19,26
0 days 02:04:40.184000,RIC,0 days 00:01:47.517000,47,3,,0 days 02:04:38.546000,HARD,20,6
0 days 02:06:33.739000,RIC,0 days 00:01:53.555000,48,4,0 days 02:04:58.354000,,SOFT,1,67
0 days 02:07:49.853000,RIC,0 days 00:01:16.114000,49,4,,,SOFT,2,1
0 days 02:09:05.520000,RIC,0 days 00:01:15.667000,50,4,,,SOFT,3,1
0 days 02:10:21.291000,RIC,0 days 00:01:15.771000,51,4,,,SOFT,4,1
0 days 02:11:36.868000,RIC,0 days 00:01:15.577000,52,4,,,SOFT,5,1
0 days 02:12:52.526000,RIC,0 days 00:01:15.658000,53,4,,,SOFT,6,1
0 days 02:14:08.610000,RIC,0 days 00:01:16.084000,54,4,,,SOFT,7,2
0 days 02:15:53.729000,RIC,0 days 00:01:45.119000,55,4,,0 days 02:15:52.091000,SOFT,8,24
0 days 02:18:02.513000,RIC,0 days 00:02:08.784000,56,5,0 days 02:16:12.485000,0 days 02:18:00.776000,SOFT,1,4
0 days 02:19:59.435000,RIC,0 days 00:01:56.922000,57,6,0 days 02:18:15.244000,,SOFT,2,4
0 days 02:21:29.909000,RIC,0 days 00:01:30.474000,58,6,,,SOFT,3,4
0 days 02:22:46.784000,RIC,0 days 00:01:16.875000,59,6,,,SOFT,4,4
0 days 02:24:02.436000,RIC,0 days 00:01:15.652000,60,6,,,SOFT,5,4
0 days 02:25:18.695000,RIC,0 days 00:01:16.259000,61,6,,,SOFT,6,1
0 days 02:26:34.554000,RIC,0 days 00:01:15.859000,62,6,,,SOFT,7,1
0 days 02:27:50.288000,RIC,0 days 00:01:15.734000,63,6,,,SOFT,8,1
0 days 02:29:06.532000,RIC,0 days 00:01:16.244000,64,6,,,SOFT,9,1
0 days 02:30:22.484000,RIC,0 days 00:01:15.952000,65,6,,,SOFT,10,1
0 days 02:31:38.435000,RIC,0 days 00:01:15.951000,66,6,,,SOFT,11,1
0 days 02:32:54.733000,RIC,0 days 00:01:16.298000,67,6,,,SOFT,12,1
0 days 02:34:11.396000,RIC,0 days 00:01:16.663000,68,6,,,SOFT,13,1
0 days 02:35:27.968000,RIC,0 days 00:01:16.572000,69,6,,,SOFT,14,1
0 days 02:36:44.382000,RIC,0 days 00:01:16.414000,70,6,,,SOFT,15,1
0 days 02:38:01.149000,RIC,0 days 00:01:16.767000,71,6,,,SOFT,16,1
0 days 02:39:17.469000,RIC,0 days 00:01:16.320000,72,6,,,SOFT,17,1
0 days 01:03:22.821000,OCO,0 days 00:01:25.889000,1,1,0 days 00:23:24.686000,,SOFT,1,1
0 days 01:04:41.062000,OCO,0 days 00:01:18.241000,2,1,,,SOFT,2,2
0 days 01:05:59.011000,OCO,0 days 00:01:17.949000,3,1,,,SOFT,3,1
0 days 01:07:16.703000,OCO,0 days 00:01:17.692000,4,1,,,SOFT,4,2
0 days 01:08:34.412000,OCO,0 days 00:01:17.709000,5,1,,,SOFT,5,1
0 days 01:09:52.402000,OCO,0 days 00:01:17.990000,6,1,,,SOFT,6,1
0 days 01:11:10.157000,OCO,0 days 00:01:17.755000,7,1,,,SOFT,7,1
0 days 01:12:27.968000,OCO,0 days 00:01:17.811000,8,1,,,SOFT,8,1
0 days 01:13:45.962000,OCO,0 days 00:01:17.994000,9,1,,,SOFT,9,1
0 days 01:15:04.006000,OCO,0 days 00:01:18.044000,10,1,,,SOFT,10,1
0 days 01:16:22.250000,OCO,0 days 00:01:18.244000,11,1,,,SOFT,11,1
0 days 01:17:40.566000,OCO,0 days 00:01:18.316000,12,1,,,SOFT,12,1
0 days 01:18:58.661000,OCO,0 days 00:01:18.095000,13,1,,,SOFT,13,1
0 days 01:20:16.749000,OCO,0 days 00:01:18.088000,14,1,,,SOFT,14,1
0 days 01:21:34.620000,OCO,0 days 00:01:17.871000,15,1,,,SOFT,15,1
0 days 01:22:52.762000,OCO,0 days 00:01:18.142000,16,1,,,SOFT,16,1
0 days 01:24:10.774000,OCO,0 days 00:01:18.012000,17,1,,,SOFT,17,1
0 days 01:25:31.805000,OCO,0 days 00:01:21.031000,18,1,,0 days 01:25:30.155000,SOFT,18,1
0 days 01:27:08.493000,OCO,0 days 00:01:36.688000,19,2,0 days 01:25:49.798000,,HARD,1,1
0 days 01:28:25.954000,OCO,0 days 00:01:17.461000,20,2,,,HARD,2,1
0 days 01:29:42.869000,OCO,0 days 00:01:16.915000,21,2,,,HARD,3,1
0 days 01:30:59.846000,OCO,0 days 00:01:16.977000,22,2,,,HARD,4,1
0 days 01:32:16.825000,OCO,0 days 00:01:16.979000,23,2,,,HARD,5,1
0 days 01:33:33.745000,OCO,0 days 00:01:16.920000,24,2,,,HARD,6,1
0 days 01:34:50.644000,OCO,0 days 00:01:16.899000,25,2,,,HARD,7,1
0 days 01:36:07.317000,OCO,0 days 00:01:16.673000,26,2,,,HARD,8,1
0 days 01:37:24.122000,OCO,0 days 00:01:16.805000,27,2,,,HARD,9,1
0 days 01:38:40.985000,OCO,0 days 00:01:16.863000,28,2,,,HARD,10,1
0 days 01:39:57.810000,OCO,0 days 00:01:16.825000,29,2,,,HARD,11,1
0 days 01:41:14.750000,OCO,0 days 00:01:16.940000,30,2,,,HARD,12,1
0 days 01:42:32.068000,OCO,0 days 00:01:17.318000,31,2,,,HARD,13,1
0 days 01:43:49.366000,OCO,0 days 00:01:17.298000,32,2,,,HARD,14,1
0 days 01:45:06.628000,OCO,0 days 00:01:17.262000,33,2,,,HARD,15,1
0 days 01:46:23.567000,OCO,0 days 00:01:16.939000,34,2,,,HARD,16,1
0 days 01:47:40.391000,OCO,0 days 00:01:16.824000,35,2,,,HARD,17,1
0 days 01:48:57.367000,OCO,0 days 00:01:16.976000,36,2,,,HARD,18,1
0 days 01:50:14.127000,OCO,0 days 00:01:16.760000,37,2,,,HARD,19,1
0 days 01:51:31.188000,OCO,0 days 00:01:17.061000,38,2,,,HARD,20,1
0 days 01:52:48.168000,OCO,0 days 00:01:16.980000,39,2,,,HARD,21,1
0 days 01:54:05.438000,OCO,0 days 00:01:17.270000,40,2,,,HARD,22,1
0 days 01:55:22.335000,OCO,0 days 00:01:16.897000,41,2,,,HARD,23,1
0 days 01:56:39.136000,OCO,0 days 00:01:16.801000,42,2,,,HARD,24,1
0 days 01:57:55.744000,OCO,0 days 00:01:16.608000,43,2,,,HARD,25,1
0 days 01:59:13.403000,OCO,0 days 00:01:17.659000,44,2,,,HARD,26,2
0 days 02:00:30.163000,OCO,0 days 00:01:16.760000,45,2,,,HARD,27,1
0 days 02:01:46.821000,OCO,0 days 00:01:16.658000,46,2,,,HARD,28,1
0 days 02:03:17.683000,OCO,0 days 00:01:30.862000,47,2,,,HARD,29,26
0 days 02:05:02.875000,OCO,0 days 00:01:45.192000,48,2,,,HARD,30,6
0 days 02:06:37.543000,OCO,0 days 00:01:34.668000,49,2,,,HARD,31,67
0 days 02:07:54.739000,OCO,0 days 00:01:17.196000,50,2,,,HARD,32,1
0 days 02:09:11.486000,OCO,0 days 00:01:16.747000,51,2,,,HARD,33,1
0 days 02:10:28.019000,OCO,0 days 00:01:16.533000,52,2,,,HARD,34,1
0 days 02:11:44.494000,OCO,0 days 00:01:16.475000,53,2,,,HARD,35,1
0 days 02:13:01.057000,OCO,0 days 00:01:16.563000,54,2,,,HARD,36,1
0 days 02:14:19.815000,OCO,0 days 00:01:18.758000,55,2,,,HARD,37,24
0 days 02:16:08.587000,OCO,0 days 00:01:48.772000,56,2,,0 days 02:16:06.956000,HARD,38,4
0 days 02:18:12.237000,OCO,0 days 00:02:03.650000,57,3,0 days 02:16:28.619000,0 days 02:18:10.643000,SOFT,4,4
0 days 02:20:00.542000,OCO,0 days 00:01:48.305000,58,4,0 days 02:18:24.750000,,SOFT,5,4
0 days 02:22:00.377000,OCO,0 days 00:01:59.835000,59,4,,,SOFT,6,4
0 days 02:23:54.476000,OCO,0 days 00:01:54.099000,60,4,,,SOFT,7,4
0 days 02:25:11.104000,OCO,0 days 00:01:16.628000,61,4,,,SOFT,8,1
0 days 02:26:26.809000,OCO,0 days 00:01:15.705000,62,4,,,SOFT,9,1
0 days 02:27:41.989000,OCO,0 days 00:01:15.180000,63,4,,,SOFT,10,1
0 days 02:28:57.073000,OCO,0 days 00:01:15.084000,64,4,,,SOFT,11,1
0 days 02:30:12.299000,OCO,0 days 00:01:15.226000,65,4,,,SOFT,12,1
0 days 02:31:27.547000,OCO,0 days 00:01:15.248000,66,4,,,SOFT,13,1
0 days 02:32:42.925000,OCO,0 days 00:01:15.378000,67,4,,,SOFT,14,1
0 days 02:33:58.391000,OCO,0 days 00:01:15.466000,68,4,,,SOFT,15,1
0 days 02:35:13.905000,OCO,0 days 00:01:15.514000,69,4,,,SOFT,16,1
