Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Compound,TyreLife,TrackStatus
0 days 02:36:29.873000,OCO,0 days 00:01:15.968000,70,4,,,SOFT,17,1
0 days 02:37:45.268000,OCO,0 days 00:01:15.395000,71,4,,,SOFT,18,1
0 days 02:39:00.822000,OCO,0 days 00:01:15.554000,72,4,,,SOFT,19,1
0 days 01:03:21.404000,NOR,0 days 00:01:24.472000,1,1,0 days 00:24:27.884000,,MEDIUM,1,1
0 days 01:04:39.328000,NOR,0 days 00:01:17.924000,2,1,,,MEDIUM,2,2
0 days 01:05:56.797000,NOR,0 days 00:01:17.469000,3,1,,,MEDIUM,3,1
0 days 01:07:15.350000,NOR,0 days 00:01:18.553000,4,1,,,MEDIUM,4,2
0 days 01:08:32.639000,NOR,0 days 00:01:17.289000,5,1,,,MEDIUM,5,1
0 days 01:09:49.809000,NOR,0 days 00:01:17.170000,6,1,,,MEDIUM,6,1
0 days 01:11:07.326000,NOR,0 days 00:01:17.517000,7,1,,,MEDIUM,7,1
0 days 01:12:24.611000,NOR,0 days 00:01:17.285000,8,1,,,MEDIUM,8,1
0 days 01:13:42.075000,NOR,0 days 00:01:17.464000,9,1,,,MEDIUM,9,1
0 days 01:14:59.685000,NOR,0 days 00:01:17.610000,10,1,,,MEDIUM,10,1
0 days 01:16:17.204000,NOR,0 days 00:01:17.519000,11,1,,,MEDIUM,11,1
0 days 01:17:35.019000,NOR,0 days 00:01:17.815000,12,1,,,MEDIUM,12,1
0 days 01:18:52.622000,NOR,0 days 00:01:17.603000,13,1,,,MEDIUM,13,1
0 days 01:20:10.545000,NOR,0 days 00:01:17.923000,14,1,,,MEDIUM,14,1
0 days 01:21:28.140000,NOR,0 days 00:01:17.595000,15,1,,,MEDIUM,15,1
0 days 01:22:45.672000,NOR,0 days 00:01:17.532000,16,1,,,MEDIUM,16,1
0 days 01:24:06.505000,NOR,0 days 00:01:20.833000,17,1,,0 days 01:24:04.943000,MEDIUM,17,1
0 days 01:25:43.269000,NOR,0 days 00:01:36.764000,18,2,0 days 01:24:24.218000,,HARD,1,1
0 days 01:27:00.051000,NOR,0 days 00:01:16.782000,19,2,,,HARD,2,1
0 days 01:28:17.345000,NOR,0 days 00:01:17.294000,20,2,,,HARD,3,1
0 days 01:29:34.274000,NOR,0 days 00:01:16.929000,21,2,,,HARD,4,1
0 days 01:30:51.036000,NOR,0 days 00:01:16.762000,22,2,,,HARD,5,1
0 days 01:32:07.909000,NOR,0 days 00:01:16.873000,23,2,,,HARD,6,1
0 days 01:33:24.688000,NOR,0 days 00:01:16.779000,24,2,,,HARD,7,1
0 days 01:34:41.513000,NOR,0 days 00:01:16.825000,25,2,,,HARD,8,1
0 days 01:35:58.246000,NOR,0 days 00:01:16.733000,26,2,,,HARD,9,1
0 days 01:37:15.469000,NOR,0 days 00:01:17.223000,27,2,,,HARD,10,1
0 days 01:38:32.397000,NOR,0 days 00:01:16.928000,28,2,,,HARD,11,1
0 days 01:39:49.240000,NOR,0 days 00:01:16.843000,29,2,,,HARD,12,1
0 days 01:41:06.159000,NOR,0 days 00:01:16.919000,30,2,,,HARD,13,1
0 days 01:42:23.290000,NOR,0 days 00:01:17.131000,31,2,,,HARD,14,1
0 days 01:43:40.469000,NOR,0 days 00:01:17.179000,32,2,,,HARD,15,1
0 days 01:44:57.632000,NOR,0 days 00:01:17.163000,33,2,,,HARD,16,1
0 days 01:46:14.864000,NOR,0 days 00:01:17.232000,34,2,,,HARD,17,1
0 days 01:47:31.858000,NOR,0 days 00:01:16.994000,35,2,,,HARD,18,1
0 days 01:48:49.152000,NOR,0 days 00:01:17.294000,36,2,,,HARD,19,1
0 days 01:50:06.432000,NOR,0 days 00:01:17.280000,37,2,,,HARD,20,1
0 days 01:51:23.374000,NOR,0 days 00:01:16.942000,38,2,,,HARD,21,1
0 days 01:52:40.263000,NOR,0 days 00:01:16.889000,39,2,,,HARD,22,1
0 days 01:53:57.024000,NOR,0 days 00:01:16.761000,40,2,,,HARD,23,1
0 days 01:55:13.739000,NOR,0 days 00:01:16.715000,41,2,,,HARD,24,1
0 days 01:56:30.374000,NOR,0 days 00:01:16.635000,42,2,,,HARD,25,1
0 days 01:57:47.076000,NOR,0 days 00:01:16.702000,43,2,,,HARD,26,1
0 days 01:59:05.892000,NOR,0 days 00:01:18.816000,44,2,,,HARD,27,2
0 days 02:00:22.733000,NOR,0 days 00:01:16.841000,45,2,,,HARD,28,1
0 days 02:01:39.423000,NOR,0 days 00:01:16.690000,46,2,,,HARD,29,1
0 days 02:03:09.631000,NOR,0 days 00:01:30.208000,47,2,,0 days 02:03:07.950000,HARD,30,26
0 days 02:05:14.927000,NOR,0 days 00:02:05.296000,48,3,0 days 02:03:29.179000,,SOFT,4,6
0 days 02:06:45.606000,NOR,0 days 00:01:30.679000,49,3,,,SOFT,5,67
0 days 02:08:01.037000,NOR,0 days 00:01:15.431000,50,3,,,SOFT,6,1
0 days 02:09:16.229000,NOR,0 days 00:01:15.192000,51,3,,,SOFT,7,1
0 days 02:10:31.264000,NOR,0 days 00:01:15.035000,52,3,,,SOFT,8,1
0 days 02:11:46.805000,NOR,0 days 00:01:15.541000,53,3,,,SOFT,9,1
0 days 02:13:02.532000,NOR,0 days 00:01:15.727000,54,3,,,SOFT,10,2
0 days 02:14:20.311000,NOR,0 days 00:01:17.779000,55,3,,,SOFT,11,24
0 days 02:16:07.014000,NOR,0 days 00:01:46.703000,56,3,,,SOFT,12,4
0 days 02:17:51.719000,NOR,0 days 00:01:44.705000,57,3,,0 days 02:17:50.158000,SOFT,13,4
0 days 02:19:57.323000,NOR,0 days 00:02:05.604000,58,4,0 days 02:18:11.375000,,SOFT,4,4
0 days 02:21:59.148000,NOR,0 days 00:02:01.825000,59,4,,,SOFT,5,4
0 days 02:23:54.053000,NOR,0 days 00:01:54.905000,60,4,,,SOFT,6,4
0 days 02:25:10.573000,NOR,0 days 00:01:16.520000,61,4,,,SOFT,7,1
0 days 02:26:25.996000,NOR,0 days 00:01:15.423000,62,4,,,SOFT,8,1
0 days 02:27:40.702000,NOR,0 days 00:01:14.706000,63,4,,,SOFT,9,1
0 days 02:28:55.532000,NOR,0 days 00:01:14.830000,64,4,,,SOFT,10,1
0 days 02:30:10.766000,NOR,0 days 00:01:15.234000,65,4,,,SOFT,11,1
0 days 02:31:25.813000,NOR,0 days 00:01:15.047000,66,4,,,SOFT,12,1
0 days 02:32:41.664000,NOR,0 days 00:01:15.851000,67,4,,,SOFT,13,1
0 days 02:33:56.854000,NOR,0 days 00:01:15.190000,68,4,,,SOFT,14,1
0 days 02:35:12.695000,NOR,0 days 00:01:15.841000,69,4,,,SOFT,15,1
0 days 02:36:27.998000,NOR,0 days 00:01:15.303000,70,4,,,SOFT,16,1
0 days 02:37:43.660000,NOR,0 days 00:01:15.662000,71,4,,,SOFT,17,1
0 days 02:38:59.011000,NOR,0 days 00:01:15.351000,72,4,,,SOFT,18,1
0 days 01:03:19.650000,HAM,0 days 00:01:22.718000,1,1,0 days 00:24:56.531000,,MEDIUM,1,1
0 days 01:04:36.464000,HAM,0 days 00:01:16.814000,2,1,,,MEDIUM,2,2
0 days 01:05:53.268000,HAM,0 days 00:01:16.804000,3,1,,,MEDIUM,3,1
0 days 01:07:09.846000,HAM,0 days 00:01:16.578000,4,1,,,MEDIUM,4,2
0 days 01:08:26.453000,HAM,0 days 00:01:16.607000,5,1,,,MEDIUM,5,1
0 days 01:09:43.536000,HAM,0 days 00:01:17.083000,6,1,,,MEDIUM,6,1
0 days 01:11:00.532000,HAM,0 days 00:01:16.996000,7,1,,,MEDIUM,7,1
0 days 01:12:17.802000,HAM,0 days 00:01:17.270000,8,1,,,MEDIUM,8,1
0 days 01:13:35.243000,HAM,0 days 00:01:17.441000,9,1,,,MEDIUM,9,1
0 days 01:14:52.337000,HAM,0 days 00:01:17.094000,10,1,,,MEDIUM,10,1
0 days 01:16:09.392000,HAM,0 days 00:01:17.055000,11,1,,,MEDIUM,11,1
0 days 01:17:27.332000,HAM,0 days 00:01:17.940000,12,1,,,MEDIUM,12,1
0 days 01:18:44.219000,HAM,0 days 00:01:16.887000,13,1,,,MEDIUM,13,1
0 days 01:20:01.323000,HAM,0 days 00:01:17.104000,14,1,,,MEDIUM,14,1
0 days 01:21:18.210000,HAM,0 days 00:01:16.887000,15,1,,,MEDIUM,15,1
0 days 01:22:35.274000,HAM,0 days 00:01:17.064000,16,1,,,MEDIUM,16,1
0 days 01:23:52.211000,HAM,0 days 00:01:16.937000,17,1,,,MEDIUM,17,1
0 days 01:25:09.199000,HAM,0 days 00:01:16.988000,18,1,,,MEDIUM,18,1
0 days 01:26:25.988000,HAM,0 days 00:01:16.789000,19,1,,,MEDIUM,19,1
0 days 01:27:42.662000,HAM,0 days 00:01:16.674000,20,1,,,MEDIUM,20,1
0 days 01:28:59.487000,HAM,0 days 00:01:16.825000,21,1,,,MEDIUM,21,1
0 days 01:30:16.165000,HAM,0 days 00:01:16.678000,22,1,,,MEDIUM,22,1
0 days 01:31:32.790000,HAM,0 days 00:01:16.625000,23,1,,,MEDIUM,23,1
0 days 01:32:49.492000,HAM,0 days 00:01:16.702000,24,1,,,MEDIUM,24,1
0 days 01:34:06.231000,HAM,0 days 00:01:16.739000,25,1,,,MEDIUM,25,1
0 days 01:35:22.943000,HAM,0 days 00:01:16.712000,26,1,,,MEDIUM,26,1
0 days 01:36:39.962000,HAM,0 days 00:01:17.019000,27,1,,,MEDIUM,27,1
0 days 01:37:56.848000,HAM,0 days 00:01:16.886000,28,1,,,MEDIUM,28,1
0 days 01:39:16.696000,HAM,0 days 00:01:19.848000,29,1,,0 days 01:39:15.169000,MEDIUM,29,1
0 days 01:40:51.726000,HAM,0 days 00:01:35.030000,30,2,0 days 01:39:34.154000,,HARD,1,1
0 days 01:42:07.527000,HAM,0 days 00:01:15.801000,31,2,,,HARD,2,1
0 days 01:43:23.364000,HAM,0 days 00:01:15.837000,32,2,,,HARD,3,1
0 days 01:44:39.347000,HAM,0 days 00:01:15.983000,33,2,,,HARD,4,1
0 days 01:45:54.819000,HAM,0 days 00:01:15.472000,34,2,,,HARD,5,1
0 days 01:47:10.602000,HAM,0 days 00:01:15.783000,35,2,,,HARD,6,1
0 days 01:48:28.074000,HAM,0 days 00:01:17.472000,36,2,,,HARD,7,1
0 days 01:49:45.657000,HAM,0 days 00:01:17.583000,37,2,,,HARD,8,1
0 days 01:51:00.773000,HAM,0 days 00:01:15.116000,38,2,,,HARD,9,1
0 days 01:52:16.813000,HAM,0 days 00:01:16.040000,39,2,,,HARD,10,1
0 days 01:53:32.045000,HAM,0 days 00:01:15.232000,40,2,,,HARD,11,1
0 days 01:54:47.567000,HAM,0 days 00:01:15.522000,41,2,,,HARD,12,1
0 days 01:56:02.853000,HAM,0 days 00:01:15.286000,42,2,,,HARD,13,1
0 days 01:57:18.143000,HAM,0 days 00:01:15.290000,43,2,,,HARD,14,1
0 days 01:58:34.112000,HAM,0 days 00:01:15.969000,44,2,,,HARD,15,2
0 days 01:59:49.904000,HAM,0 days 00:01:15.792000,45,2,,,HARD,16,2
0 days 02:01:05.225000,HAM,0 days 00:01:15.321000,46,2,,,HARD,17,1
0 days 02:02:20.362000,HAM,0 days 00:01:15.137000,47,2,,,HARD,18,2
0 days 02:04:04.009000,HAM,0 days 00:01:43.647000,48,2,,0 days 02:04:02.446000,HARD,19,26
0 days 02:06:02.721000,HAM,0 days 00:01:58.712000,49,3,0 days 02:04:21.602000,,MEDIUM,1,6
0 days 02:07:23.155000,HAM,0 days 00:01:20.434000,50,3,,,MEDIUM,2,67
0 days 02:08:37.820000,HAM,0 days 00:01:14.665000,51,3,,,MEDIUM,3,1
0 days 02:09:52.239000,HAM,0 days 00:01:14.419000,52,3,,,MEDIUM,4,1
0 days 02:11:06.200000,HAM,0 days 00:01:13.961000,53,3,,,MEDIUM,5,1
0 days 02:12:20.054000,HAM,0 days 00:01:13.854000,54,3,,,MEDIUM,6,1
0 days 02:13:34.247000,HAM,0 days 00:01:14.193000,55,3,,,MEDIUM,7,2
0 days 02:15:00.724000,HAM,0 days 00:01:26.477000,56,3,,,MEDIUM,8,24
0 days 02:17:20.160000,HAM,0 days 00:02:19.436000,57,3,,0 days 02:17:18.552000,MEDIUM,9,4
0 days 02:19:39.808000,HAM,0 days 00:02:19.648000,58,4,0 days 02:17:32.698000,,MEDIUM,10,4
0 days 02:21:47.744000,HAM,0 days 00:02:07.936000,59,4,,,MEDIUM,11,4
0 days 02:23:51.209000,HAM,0 days 00:02:03.465000,60,4,,,MEDIUM,12,4
0 days 02:25:06.632000,HAM,0 days 00:01:15.423000,61,4,,,MEDIUM,13,1
0 days 02:26:20.711000,HAM,0 days 00:01:14.079000,62,4,,,MEDIUM,14,1
0 days 02:27:35.243000,HAM,0 days 00:01:14.532000,63,4,,,MEDIUM,15,1
0 days 02:28:50.867000,HAM,0 days 00:01:15.624000,64,4,,,MEDIUM,16,1
0 days 02:30:06.034000,HAM,0 days 00:01:15.167000,65,4,,,MEDIUM,17,1
0 days 02:31:22.097000,HAM,0 days 00:01:16.063000,66,4,,,MEDIUM,18,1
0 days 02:32:36.778000,HAM,0 days 00:01:14.681000,67,4,,,MEDIUM,19,1
0 days 02:33:51.500000,HAM,0 days 00:01:14.722000,68,4,,,MEDIUM,20,1
0 days 02:35:06.538000,HAM,0 days 00:01:15.038000,69,4,,,MEDIUM,21,1
0 days 02:36:21.653000,HAM,0 days 00:01:15.115000,70,4,,,MEDIUM,22,1
0 days 02:37:36.939000,HAM,0 days 00:01:15.286000,71,4,,,MEDIUM,23,1
0 days 02:38:52.721000,HAM,0 days 00:01:15.782000,72,4,,,MEDIUM,24,1
0 days 01:03:23.387000,MSC,0 days 00:01:26.455000,1,1,0 days 00:24:18.276000,,MEDIUM,1,1
0 days 01:04:41.871000,MSC,0 days 00:01:18.484000,2,1,,,MEDIUM,2,2
0 days 01:05:59.932000,MSC,0 days 00:01:18.061000,3,1,,,MEDIUM,3,1
0 days 01:07:18.368000,MSC,0 days 00:01:18.436000,4,1,,,MEDIUM,4,2
0 days 01:08:36.388000,MSC,0 days 00:01:18.020000,5,1,,,MEDIUM,5,1
0 days 01:09:54.529000,MSC,0 days 00:01:18.141000,6,1,,,MEDIUM,6,1
0 days 01:11:12.259000,MSC,0 days 00:01:17.730000,7,1,,,MEDIUM,7,1
0 days 01:12:30.266000,MSC,0 days 00:01:18.007000,8,1,,,MEDIUM,8,1
0 days 01:13:48.286000,MSC,0 days 00:01:18.020000,9,1,,,MEDIUM,9,1
0 days 01:15:06.344000,MSC,0 days 00:01:18.058000,10,1,,,MEDIUM,10,1
0 days 01:16:24.255000,MSC,0 days 00:01:17.911000,11,1,,,MEDIUM,11,1
0 days 01:17:42.653000,MSC,0 days 00:01:18.398000,12,1,,,MEDIUM,12,1
0 days 01:19:04.097000,MSC,0 days 00:01:21.444000,13,1,,0 days 01:19:02.489000,MEDIUM,13,1
0 days 01:20:47.737000,MSC,0 days 00:01:43.640000,14,2,0 days 01:19:29.375000,,MEDIUM,1,1
0 days 01:22:05.678000,MSC,0 days 00:01:17.941000,15,2,,,MEDIUM,2,1
0 days 01:23:23.753000,MSC,0 days 00:01:18.075000,16,2,,,MEDIUM,3,1
0 days 01:24:41.400000,MSC,0 days 00:01:17.647000,17,2,,,MEDIUM,4,1
0 days 01:25:59.089000,MSC,0 days 00:01:17.689000,18,2,,,MEDIUM,5,1
0 days 01:27:15.970000,MSC,0 days 00:01:16.881000,19,2,,,MEDIUM,6,1
0 days 01:28:32.927000,MSC,0 days 00:01:16.957000,20,2,,,MEDIUM,7,1
0 days 01:29:49.971000,MSC,0 days 00:01:17.044000,21,2,,,MEDIUM,8,1
0 days 01:31:07.402000,MSC,0 days 00:01:17.431000,22,2,,,MEDIUM,9,1
0 days 01:32:24.772000,MSC,0 days 00:01:17.370000,23,2,,,MEDIUM,10,1
0 days 01:33:42.318000,MSC,0 days 00:01:17.546000,24,2,,,MEDIUM,11,1
0 days 01:34:59.917000,MSC,0 days 00:01:17.599000,25,2,,,MEDIUM,12,1
0 days 01:36:18.430000,MSC,0 days 00:01:18.513000,26,2,,,MEDIUM,13,1
0 days 01:37:36.380000,MSC,0 days 00:01:17.950000,27,2,,,MEDIUM,14,1
0 days 01:38:53.995000,MSC,0 days 00:01:17.615000,28,2,,,MEDIUM,15,1
0 days 01:40:12.070000,MSC,0 days 00:01:18.075000,29,2,,,MEDIUM,16,1
0 days 01:41:29.956000,MSC,0 days 00:01:17.886000,30,2,,,MEDIUM,17,1
0 days 01:42:48.322000,MSC,0 days 00:01:18.366000,31,2,,,MEDIUM,18,1
0 days 01:44:06.273000,MSC,0 days 00:01:17.951000,32,2,,,MEDIUM,19,1
0 days 01:45:29.913000,MSC,0 days 00:01:23.640000,33,2,,0 days 01:45:28.250000,MEDIUM,20,1
0 days 01:47:13.070000,MSC,0 days 00:01:43.157000,34,3,0 days 01:45:50.055000,,HARD,1,1
0 days 01:48:32.028000,MSC,0 days 00:01:18.958000,35,3,,,HARD,2,1
0 days 01:49:50.582000,MSC,0 days 00:01:18.554000,36,3,,,HARD,3,1
0 days 01:51:07.905000,MSC,0 days 00:01:17.323000,37,3,,,HARD,4,1
0 days 01:52:24.998000,MSC,0 days 00:01:17.093000,38,3,,,HARD,5,1
0 days 01:53:41.834000,MSC,0 days 00:01:16.836000,39,3,,,HARD,6,1
0 days 01:54:58.928000,MSC,0 days 00:01:17.094000,40,3,,,HARD,7,1
0 days 01:56:15.564000,MSC,0 days 00:01:16.636000,41,3,,,HARD,8,1
0 days 01:57:31.835000,MSC,0 days 00:01:16.271000,42,3,,,HARD,9,1
0 days 01:58:48.063000,MSC,0 days 00:01:16.228000,43,3,,,HARD,10,2
0 days 02:00:04.466000,MSC,0 days 00:01:16.403000,44,3,,,HARD,11,2
0 days 02:01:21.780000,MSC,0 days 00:01:17.314000,45,3,,,HARD,12,1
0 days 02:02:46.529000,MSC,0 days 00:01:24.749000,46,3,,,HARD,13,26
0 days 02:04:30.184000,MSC,0 days 00:01:43.655000,47,3,,0 days 02:04:28.497000,HARD,14,6
0 days 02:06:26.770000,MSC,0 days 00:01:56.586000,48,4,0 days 02:04:48.812000,,SOFT,3,67
0 days 02:07:42.982000,MSC,0 days 00:01:16.212000,49,4,,,SOFT,4,1
0 days 02:08:58.653000,MSC,0 days 00:01:15.671000,50,4,,,SOFT,5,1
0 days 02:10:13.886000,MSC,0 days 00:01:15.233000,51,4,,,SOFT,6,1
0 days 02:11:29.301000,MSC,0 days 00:01:15.415000,52,4,,,SOFT,7,1
0 days 02:12:45.021000,MSC,0 days 00:01:15.720000,53,4,,,SOFT,8,1
0 days 02:14:00.670000,MSC,0 days 00:01:15.649000,54,4,,,SOFT,9,2
0 days 02:15:38.880000,MSC,0 days 00:01:38.210000,55,4,,,SOFT,10,24
0 days 02:17:28.435000,MSC,0 days 00:01:49.555000,56,4,,0 days 02:17:26.787000,SOFT,11,4
0 days 02:19:43.899000,MSC,0 days 00:02:15.464000,57,5,0 days 02:17:41.001000,,SOFT,12,4
0 days 02:21:17.315000,MSC,0 days 00:01:33.416000,58,5,,,SOFT,13,4
0 days 02:22:34.014000,MSC,0 days 00:01:16.699000,59,5,,,SOFT,14,4
0 days 02:23:56.599000,MSC,0 days 00:01:22.585000,60,5,,,SOFT,15,4
0 days 02:25:13.846000,MSC,0 days 00:01:17.247000,61,5,,,SOFT,16,1
0 days 02:26:30.206000,MSC,0 days 00:01:16.360000,62,5,,,SOFT,17,1
0 days 02:27:45.797000,MSC,0 days 00:01:15.591000,63,5,,,SOFT,18,1
0 days 02:29:01.487000,MSC,0 days 00:01:15.690000,64,5,,,SOFT,19,1
0 days 02:30:17.012000,MSC,0 days 00:01:15.525000,65,5,,,SOFT,20,1
0 days 02:31:32.815000,MSC,0 days 00:01:15.803000,66,5,,,SOFT,21,1
0 days 02:32:49.318000,MSC,0 days 00:01:16.503000,67,5,,,SOFT,22,1
0 days 02:34:05.976000,MSC,0 days 00:01:16.658000,68,5,,,SOFT,23,1
0 days 02:35:22.215000,MSC,0 days 00:01:16.239000,69,5,,,SOFT,24,1
0 days 02:36:39.664000,MSC,0 days 00:01:17.449000,70,5,,,SOFT,25,1
0 days 02:37:56.278000,MSC,0 days 00:01:16.614000,71,5,,,SOFT,26,1
0 days 02:39:12.700000,MSC,0 days 00:01:16.422000,72,5,,,SOFT,27,1
0 days 01:03:26.951000,VET,0 days 00:01:30.019000,1,1,0 days 00:22:37.877000,,SOFT,1,1
0 days 01:04:46.322000,VET,0 days 00:01:19.371000,2,1,,,SOFT,2,2
0 days 01:06:04.889000,VET,0 days 00:01:18.567000,3,1,,,SOFT,3,1
0 days 01:07:23.091000,VET,0 days 00:01:18.202000,4,1,,,SOFT,4,2
0 days 01:08:41.237000,VET,0 days 00:01:18.146000,5,1,,,SOFT,5,1
0 days 01:09:59.620000,VET,0 days 00:01:18.383000,6,1,,,SOFT,6,1
0 days 01:11:17.661000,VET,0 days 00:01:18.041000,7,1,,,SOFT,7,1
0 days 01:12:35.927000,VET,0 days 00:01:18.266000,8,1,,,SOFT,8,1
0 days 01:13:58.046000,VET,0 days 00:01:22.119000,9,1,,0 days 01:13:56.505000,SOFT,9,1
0 days 01:15:36.416000,VET,0 days 00:01:38.370000,10,2,0 days 01:14:18.888000,,MEDIUM,2,1
0 days 01:16:53.591000,VET,0 days 00:01:17.175000,11,2,,,MEDIUM,3,1
0 days 01:18:11.132000,VET,0 days 00:01:17.541000,12,2,,,MEDIUM,4,1
0 days 01:19:29.300000,VET,0 days 00:01:18.168000,13,2,,,MEDIUM,5,1
0 days 01:20:47.173000,VET,0 days 00:01:17.873000,14,2,,,MEDIUM,6,1
0 days 01:22:06.050000,VET,0 days 00:01:18.877000,15,2,,,MEDIUM,7,1
0 days 01:23:24.994000,VET,0 days 00:01:18.944000,16,2,,,MEDIUM,8,1
0 days 01:24:43.480000,VET,0 days 00:01:18.486000,17,2,,,MEDIUM,9,1
0 days 01:26:01.760000,VET,0 days 00:01:18.280000,18,2,,,MEDIUM,10,1
0 days 01:27:21.112000,VET,0 days 00:01:19.352000,19,2,,,MEDIUM,11,1
0 days 01:28:39.187000,VET,0 days 00:01:18.075000,20,2,,,MEDIUM,12,1
0 days 01:29:57.125000,VET,0 days 00:01:17.938000,21,2,,,MEDIUM,13,1
0 days 01:31:15.185000,VET,0 days 00:01:18.060000,22,2,,,MEDIUM,14,1
0 days 01:32:33.324000,VET,0 days 00:01:18.139000,23,2,,,MEDIUM,15,1
0 days 01:33:51.334000,VET,0 days 00:01:18.010000,24,2,,,MEDIUM,16,1
0 days 01:35:09.110000,VET,0 days 00:01:17.776000,25,2,,,MEDIUM,17,1
0 days 01:36:26.967000,VET,0 days 00:01:17.857000,26,2,,,MEDIUM,18,1
0 days 01:37:44.882000,VET,0 days 00:01:17.915000,27,2,,,MEDIUM,19,1
0 days 01:39:02.436000,VET,0 days 00:01:17.554000,28,2,,,MEDIUM,20,1
0 days 01:40:19.991000,VET,0 days 00:01:17.555000,29,2,,,MEDIUM,21,1
0 days 01:41:37.829000,VET,0 days 00:01:17.838000,30,2,,,MEDIUM,22,1
0 days 01:42:55.714000,VET,0 days 00:01:17.885000,31,2,,,MEDIUM,23,1
0 days 01:44:13.492000,VET,0 days 00:01:17.778000,32,2,,,MEDIUM,24,1
0 days 01:45:31.296000,VET,0 days 00:01:17.804000,33,2,,,MEDIUM,25,1
0 days 01:46:48.711000,VET,0 days 00:01:17.415000,34,2,,,MEDIUM,26,1
0 days 01:48:09.447000,VET,0 days 00:01:20.736000,35,2,,0 days 01:48:07.719000,MEDIUM,27,1
0 days 01:49:48.243000,VET,0 days 00:01:38.796000,36,3,0 days 01:48:26.877000,,HARD,2,1
0 days 01:51:06.809000,VET,0 days 00:01:18.566000,37,3,,,HARD,3,1
0 days 01:52:23.804000,VET,0 days 00:01:16.995000,38,3,,,HARD,4,1
0 days 01:53:40.554000,VET,0 days 00:01:16.750000,39,3,,,HARD,5,1
0 days 01:54:56.889000,VET,0 days 00:01:16.335000,40,3,,,HARD,6,1
0 days 01:56:13.372000,VET,0 days 00:01:16.483000,41,3,,,HARD,7,1
0 days 01:57:30.085000,VET,0 days 00:01:16.713000,42,3,,,HARD,8,1
0 days 01:58:46.833000,VET,0 days 00:01:16.748000,43,3,,,HARD,9,2
0 days 02:00:04.173000,VET,0 days 00:01:17.340000,44,3,,,HARD,10,2
0 days 02:01:21.323000,VET,0 days 00:01:17.150000,45,3,,,HARD,11,1
0 days 02:02:44.032000,VET,0 days 00:01:22.709000,46,3,,,HARD,12,26
0 days 02:04:27.058000,VET,0 days 00:01:43.026000,47,3,,,HARD,13,6
0 days 02:06:11.870000,VET,0 days 00:01:44.812000,48,3,,0 days 02:06:10.211000,HARD,14,67
0 days 02:07:45.645000,VET,0 days 00:01:33.775000,49,4,0 days 02:06:29.005000,,SOFT,1,7
0 days 02:09:00.507000,VET,0 days 00:01:14.862000,50,4,,,SOFT,2,1
0 days 02:10:16.072000,VET,0 days 00:01:15.565000,51,4,,,SOFT,3,1
0 days 02:11:31.359000,VET,0 days 00:01:15.287000,52,4,,,SOFT,4,1
0 days 02:12:46.677000,VET,0 days 00:01:15.318000,53,4,,,SOFT,5,1
0 days 02:14:02.286000,VET,0 days 00:01:15.609000,54,4,,,SOFT,6,2
0 days 02:15:41.353000,VET,0 days 00:01:39.067000,55,4,,,SOFT,7,24
0 days 02:17:31.914000,VET,0 days 00:01:50.561000,56,4,,0 days 02:17:30.273000,SOFT,8,4
0 days 02:19:46.517000,VET,0 days 00:02:14.603000,57,5,0 days 02:17:44.638000,,SOFT,9,4
0 days 02:21:17.740000,VET,0 days 00:01:31.223000,58,5,,,SOFT,10,4
0 days 02:22:34.852000,VET,0 days 00:01:17.112000,59,5,,,SOFT,11,4
